parameter w(u,v,a)/ 
693.661.26 1,
693.661.27 1,
693.661.28 1,
693.661.29 1,
693.661.30 1,
694.622.1 1,
694.622.2 1,
694.622.3 1,
694.622.4 1,
694.622.5 1,
694.622.6 1,
694.622.7 1,
694.622.8 1,
694.622.9 1,
694.622.10 1,
694.622.11 1,
694.622.12 1,
694.622.13 1,
694.622.14 1,
694.622.15 1,
694.622.16 1,
694.622.17 1,
694.622.18 1,
694.622.19 1,
694.622.20 1,
694.622.21 1,
694.622.22 1,
694.622.23 1,
694.622.24 1,
694.622.25 1,
694.622.26 1,
694.622.27 1,
694.622.28 1,
694.622.29 1,
694.622.30 1,
694.627.1 1,
694.627.2 1,
694.627.3 1,
694.627.4 1,
694.627.5 1,
694.627.6 1,
694.627.7 1,
694.627.8 1,
694.627.9 1,
694.627.10 1,
694.627.11 1,
694.627.12 1,
694.627.13 1,
694.627.14 1,
694.627.15 1,
694.627.16 1,
694.627.17 1,
694.627.18 1,
694.627.19 1,
694.627.20 1,
694.627.21 1,
694.627.22 1,
694.627.23 1,
694.627.24 1,
694.627.25 1,
694.627.26 1,
694.627.27 1,
694.627.28 1,
694.627.29 1,
694.627.30 1,
695.627.1 1,
695.627.2 1,
695.627.3 1,
695.627.4 1,
695.627.5 1,
695.627.6 1,
695.627.7 1,
695.627.8 1,
695.627.9 1,
695.627.10 1,
695.627.11 1,
695.627.12 1,
695.627.13 1,
695.627.14 1,
695.627.15 1,
695.627.16 1,
695.627.17 1,
695.627.18 1,
695.627.19 1,
695.627.20 1,
695.627.21 1,
695.627.22 1,
695.627.23 1,
695.627.24 1,
695.627.25 1,
695.627.26 1,
695.627.27 1,
695.627.28 1,
695.627.29 1,
695.627.30 1,
696.628.1 1,
696.628.2 1,
696.628.3 1,
696.628.4 1,
696.628.5 1,
696.628.6 1,
696.628.7 1,
696.628.8 1,
696.628.9 1,
696.628.10 1,
696.628.11 1,
696.628.12 1,
696.628.13 1,
696.628.14 1,
696.628.15 1,
696.628.16 1,
696.628.17 1,
696.628.18 1,
696.628.19 1,
696.628.20 1,
696.628.21 1,
696.628.22 1,
696.628.23 1,
696.628.24 1,
696.628.25 1,
696.628.26 1,
696.628.27 1,
696.628.28 1,
696.628.29 1,
696.628.30 1,
697.628.1 1,
697.628.2 1,
697.628.3 1,
697.628.4 1,
697.628.5 1,
697.628.6 1,
697.628.7 1,
697.628.8 1,
697.628.9 1,
697.628.10 1,
697.628.11 1,
697.628.12 1,
697.628.13 1,
697.628.14 1,
697.628.15 1,
697.628.16 1,
697.628.17 1,
697.628.18 1,
697.628.19 1,
697.628.20 1,
697.628.21 1,
697.628.22 1,
697.628.23 1,
697.628.24 1,
697.628.25 1,
697.628.26 1,
697.628.27 1,
697.628.28 1,
697.628.29 1,
697.628.30 1,
697.629.1 1,
697.629.2 1,
697.629.3 1,
697.629.4 1,
697.629.5 1,
697.629.6 1,
697.629.7 1,
697.629.8 1,
697.629.9 1,
697.629.10 1,
697.629.11 1,
697.629.12 1,
697.629.13 1,
697.629.14 1,
697.629.15 1,
697.629.16 1,
697.629.17 1,
697.629.18 1,
697.629.19 1,
697.629.20 1,
697.629.21 1,
697.629.22 1,
697.629.23 1,
697.629.24 1,
697.629.25 1,
697.629.26 1,
697.629.27 1,
697.629.28 1,
697.629.29 1,
697.629.30 1,
698.625.1 1,
698.625.2 1,
698.625.3 1,
698.625.4 1,
698.625.5 1,
698.625.6 1,
698.625.7 1,
698.625.8 1,
698.625.9 1,
698.625.10 1,
698.625.11 1,
698.625.12 1,
698.625.13 1,
698.625.14 1,
698.625.15 1,
698.625.16 1,
698.625.17 1,
698.625.18 1,
698.625.19 1,
698.625.20 1,
698.625.21 1,
698.625.22 1,
698.625.23 1,
698.625.24 1,
698.625.25 1,
698.625.26 1,
698.625.27 1,
698.625.28 1,
698.625.29 1,
698.625.30 1,
698.630.1 1,
698.630.2 1,
698.630.3 1,
698.630.4 1,
698.630.5 1,
698.630.6 1,
698.630.7 1,
698.630.8 1,
698.630.9 1,
698.630.10 1,
698.630.11 1,
698.630.12 1,
698.630.13 1,
698.630.14 1,
698.630.15 1,
698.630.16 1,
698.630.17 1,
698.630.18 1,
698.630.19 1,
698.630.20 1,
698.630.21 1,
698.630.22 1,
698.630.23 1,
698.630.24 1,
698.630.25 1,
698.630.26 1,
698.630.27 1,
698.630.28 1,
698.630.29 1,
698.630.30 1,
699.628.1 1,
699.628.2 1,
699.628.3 1,
699.628.4 1,
699.628.5 1,
699.628.6 1,
699.628.7 1,
699.628.8 1,
699.628.9 1,
699.628.10 1,
699.628.11 1,
699.628.12 1,
699.628.13 1,
699.628.14 1,
699.628.15 1,
699.628.16 1,
699.628.17 1,
699.628.18 1,
699.628.19 1,
699.628.20 1,
699.628.21 1,
699.628.22 1,
699.628.23 1,
699.628.24 1,
699.628.25 1,
699.628.26 1,
699.628.27 1,
699.628.28 1,
699.628.29 1,
699.628.30 1,
699.637.1 1,
699.637.2 1,
699.637.3 1,
699.637.4 1,
699.637.5 1,
699.637.6 1,
699.637.7 1,
699.637.8 1,
699.637.9 1,
699.637.10 1,
699.637.11 1,
699.637.12 1,
699.637.13 1,
699.637.14 1,
699.637.15 1,
699.637.16 1,
699.637.17 1,
699.637.18 1,
699.637.19 1,
699.637.20 1,
699.637.21 1,
699.637.22 1,
699.637.23 1,
699.637.24 1,
699.637.25 1,
699.637.26 1,
699.637.27 1,
699.637.28 1,
699.637.29 1,
699.637.30 1,
700.630.1 1,
700.630.2 1,
700.630.3 1,
700.630.4 1,
700.630.5 1,
700.630.6 1,
700.630.7 1,
700.630.8 1,
700.630.9 1,
700.630.10 1,
700.630.11 1,
700.630.12 1,
700.630.13 1,
700.630.14 1,
700.630.15 1,
700.630.16 1,
700.630.17 1,
700.630.18 1,
700.630.19 1,
700.630.20 1,
700.630.21 1,
700.630.22 1,
700.630.23 1,
700.630.24 1,
700.630.25 1,
700.630.26 1,
700.630.27 1,
700.630.28 1,
700.630.29 1,
700.630.30 1,
700.642.1 1,
700.642.2 1,
700.642.3 1,
700.642.4 1,
700.642.5 1,
700.642.6 1,
700.642.7 1,
700.642.8 1,
700.642.9 1,
700.642.10 1,
700.642.11 1,
700.642.12 1,
700.642.13 1,
700.642.14 1,
700.642.15 1,
700.642.16 1,
700.642.17 1,
700.642.18 1,
700.642.19 1,
700.642.20 1,
700.642.21 1,
700.642.22 1,
700.642.23 1,
700.642.24 1,
700.642.25 1,
700.642.26 1,
700.642.27 1,
700.642.28 1,
700.642.29 1,
700.642.30 1,
203.638.1 1,
203.638.2 1,
203.638.3 1,
203.638.4 1,
203.638.5 1,
203.638.6 1,
203.638.7 1,
203.638.8 1,
203.638.9 1,
203.638.10 1,
203.638.11 1,
203.638.12 1,
203.638.13 1,
203.638.14 1,
203.638.15 1,
203.638.16 1,
203.638.17 1,
203.638.18 1,
203.638.19 1,
203.638.20 1,
203.638.21 1,
203.638.22 1,
203.638.23 1,
203.638.24 1,
203.638.25 1,
203.638.26 1,
203.638.27 1,
203.638.28 1,
203.638.29 1,
203.638.30 1,
701.638.1 1,
701.638.2 1,
701.638.3 1,
701.638.4 1,
701.638.5 1,
701.638.6 1,
701.638.7 1,
701.638.8 1,
701.638.9 1,
701.638.10 1,
701.638.11 1,
701.638.12 1,
701.638.13 1,
701.638.14 1,
701.638.15 1,
701.638.16 1,
701.638.17 1,
701.638.18 1,
701.638.19 1,
701.638.20 1,
701.638.21 1,
701.638.22 1,
701.638.23 1,
701.638.24 1,
701.638.25 1,
701.638.26 1,
701.638.27 1,
701.638.28 1,
701.638.29 1,
701.638.30 1,
701.702.1 1,
701.702.2 1,
701.702.3 1,
701.702.4 1,
701.702.5 1,
701.702.6 1,
701.702.7 1,
701.702.8 1,
701.702.9 1,
701.702.10 1,
701.702.11 1,
701.702.12 1,
701.702.13 1,
701.702.14 1,
701.702.15 1,
701.702.16 1,
701.702.17 1,
701.702.18 1,
701.702.19 1,
701.702.20 1,
701.702.21 1,
701.702.22 1,
701.702.23 1,
701.702.24 1,
701.702.25 1,
701.702.26 1,
701.702.27 1,
701.702.28 1,
701.702.29 1,
701.702.30 1,
702.643.1 1,
702.643.2 1,
702.643.3 1,
702.643.4 1,
702.643.5 1,
702.643.6 1,
702.643.7 1,
702.643.8 1,
702.643.9 1,
702.643.10 1,
702.643.11 1,
702.643.12 1,
702.643.13 1,
702.643.14 1,
702.643.15 1,
702.643.16 1,
702.643.17 1,
702.643.18 1,
702.643.19 1,
702.643.20 1,
702.643.21 1,
702.643.22 1,
702.643.23 1,
702.643.24 1,
702.643.25 1,
702.643.26 1,
702.643.27 1,
702.643.28 1,
702.643.29 1,
702.643.30 1,
702.701.1 1,
702.701.2 1,
702.701.3 1,
702.701.4 1,
702.701.5 1,
702.701.6 1,
702.701.7 1,
702.701.8 1,
702.701.9 1,
702.701.10 1,
702.701.11 1,
702.701.12 1,
702.701.13 1,
702.701.14 1,
702.701.15 1,
702.701.16 1,
702.701.17 1,
702.701.18 1,
702.701.19 1,
702.701.20 1,
702.701.21 1,
702.701.22 1,
702.701.23 1,
702.701.24 1,
702.701.25 1,
702.701.26 1,
702.701.27 1,
702.701.28 1,
702.701.29 1,
702.701.30 1,
703.640.1 1,
703.640.2 1,
703.640.3 1,
703.640.4 1,
703.640.5 1,
703.640.6 1,
703.640.7 1,
703.640.8 1,
703.640.9 1,
703.640.10 1,
703.640.11 1,
703.640.12 1,
703.640.13 1,
703.640.14 1,
703.640.15 1,
703.640.16 1,
703.640.17 1,
703.640.18 1,
703.640.19 1,
703.640.20 1,
703.640.21 1,
703.640.22 1,
703.640.23 1,
703.640.24 1,
703.640.25 1,
703.640.26 1,
703.640.27 1,
703.640.28 1,
703.640.29 1,
703.640.30 1,
703.643.1 1,
703.643.2 1,
703.643.3 1,
703.643.4 1,
703.643.5 1,
703.643.6 1,
703.643.7 1,
703.643.8 1,
703.643.9 1,
703.643.10 1,
703.643.11 1,
703.643.12 1,
703.643.13 1,
703.643.14 1,
703.643.15 1,
703.643.16 1,
703.643.17 1,
703.643.18 1,
703.643.19 1,
703.643.20 1,
703.643.21 1,
703.643.22 1,
703.643.23 1,
703.643.24 1,
703.643.25 1,
703.643.26 1,
703.643.27 1,
703.643.28 1,
703.643.29 1,
703.643.30 1,
704.654.1 1,
704.654.2 1,
704.654.3 1,
704.654.4 1,
704.654.5 1,
704.654.6 1,
704.654.7 1,
704.654.8 1,
704.654.9 1,
704.654.10 1,
704.654.11 1,
704.654.12 1,
704.654.13 1,
704.654.14 1,
704.654.15 1,
704.654.16 1,
704.654.17 1,
704.654.18 1,
704.654.19 1,
704.654.20 1,
704.654.21 1,
704.654.22 1,
704.654.23 1,
704.654.24 1,
704.654.25 1,
704.654.26 1,
704.654.27 1,
704.654.28 1,
704.654.29 1,
704.654.30 1,
704.706.1 1,
704.706.2 1,
704.706.3 1,
704.706.4 1,
704.706.5 1,
704.706.6 1,
704.706.7 1,
704.706.8 1,
704.706.9 1,
704.706.10 1,
704.706.11 1,
704.706.12 1,
704.706.13 1,
704.706.14 1,
704.706.15 1,
704.706.16 1,
704.706.17 1,
704.706.18 1,
704.706.19 1,
704.706.20 1,
704.706.21 1,
704.706.22 1,
704.706.23 1,
704.706.24 1,
704.706.25 1,
704.706.26 1,
704.706.27 1,
704.706.28 1,
704.706.29 1,
704.706.30 1,
705.631.1 1,
705.631.2 1,
705.631.3 1,
705.631.4 1,
705.631.5 1,
705.631.6 1,
705.631.7 1,
705.631.8 1,
705.631.9 1,
705.631.10 1,
705.631.11 1,
705.631.12 1,
705.631.13 1,
705.631.14 1,
705.631.15 1,
705.631.16 1,
705.631.17 1,
705.631.18 1,
705.631.19 1,
705.631.20 1,
705.631.21 1,
705.631.22 1,
705.631.23 1,
705.631.24 1,
705.631.25 1,
705.631.26 1,
705.631.27 1,
705.631.28 1,
705.631.29 1,
705.631.30 1,
705.632.1 1,
705.632.2 1,
705.632.3 1,
705.632.4 1,
705.632.5 1,
705.632.6 1,
705.632.7 1,
705.632.8 1,
705.632.9 1,
705.632.10 1,
705.632.11 1,
705.632.12 1,
705.632.13 1,
705.632.14 1,
705.632.15 1,
705.632.16 1,
705.632.17 1,
705.632.18 1,
705.632.19 1,
705.632.20 1,
705.632.21 1,
705.632.22 1,
705.632.23 1,
705.632.24 1,
705.632.25 1,
705.632.26 1,
705.632.27 1,
705.632.28 1,
705.632.29 1,
705.632.30 1,
706.634.1 1,
706.634.2 1,
706.634.3 1,
706.634.4 1,
706.634.5 1,
706.634.6 1,
706.634.7 1,
706.634.8 1,
706.634.9 1,
706.634.10 1,
706.634.11 1,
706.634.12 1,
706.634.13 1,
706.634.14 1,
706.634.15 1,
706.634.16 1,
706.634.17 1,
706.634.18 1,
706.634.19 1,
706.634.20 1,
706.634.21 1,
706.634.22 1,
706.634.23 1,
706.634.24 1,
706.634.25 1,
706.634.26 1,
706.634.27 1,
706.634.28 1,
706.634.29 1,
706.634.30 1,
706.704.1 1,
706.704.2 1,
706.704.3 1,
706.704.4 1,
706.704.5 1,
706.704.6 1,
706.704.7 1,
706.704.8 1,
706.704.9 1,
706.704.10 1,
706.704.11 1,
706.704.12 1,
706.704.13 1,
706.704.14 1,
706.704.15 1,
706.704.16 1,
706.704.17 1,
706.704.18 1,
706.704.19 1,
706.704.20 1,
706.704.21 1,
706.704.22 1,
706.704.23 1,
706.704.24 1,
706.704.25 1,
706.704.26 1,
706.704.27 1,
706.704.28 1,
706.704.29 1,
706.704.30 1,
707.639.1 1,
707.639.2 1,
707.639.3 1,
707.639.4 1,
707.639.5 1,
707.639.6 1,
707.639.7 1,
707.639.8 1,
707.639.9 1,
707.639.10 1,
707.639.11 1,
707.639.12 1,
707.639.13 1,
707.639.14 1,
707.639.15 1,
707.639.16 1,
707.639.17 1,
707.639.18 1,
707.639.19 1,
707.639.20 1,
707.639.21 1,
707.639.22 1,
707.639.23 1,
707.639.24 1,
707.639.25 1,
707.639.26 1,
707.639.27 1,
707.639.28 1,
707.639.29 1,
707.639.30 1,
707.653.1 1,
707.653.2 1,
707.653.3 1,
707.653.4 1,
707.653.5 1,
707.653.6 1,
707.653.7 1,
707.653.8 1,
707.653.9 1,
707.653.10 1,
707.653.11 1,
707.653.12 1,
707.653.13 1,
707.653.14 1,
707.653.15 1,
707.653.16 1,
707.653.17 1,
707.653.18 1,
707.653.19 1,
707.653.20 1,
707.653.21 1,
707.653.22 1,
707.653.23 1,
707.653.24 1,
707.653.25 1,
707.653.26 1,
707.653.27 1,
707.653.28 1,
707.653.29 1,
707.653.30 1,
708.635.1 1,
708.635.2 1,
708.635.3 1,
708.635.4 1,
708.635.5 1,
708.635.6 1,
708.635.7 1,
708.635.8 1,
708.635.9 1,
708.635.10 1,
708.635.11 1,
708.635.12 1,
708.635.13 1,
708.635.14 1,
708.635.15 1,
708.635.16 1,
708.635.17 1,
708.635.18 1,
708.635.19 1,
708.635.20 1,
708.635.21 1,
708.635.22 1,
708.635.23 1,
708.635.24 1,
708.635.25 1,
708.635.26 1,
708.635.27 1,
708.635.28 1,
708.635.29 1,
708.635.30 1,
708.639.1 1,
708.639.2 1,
708.639.3 1,
708.639.4 1,
708.639.5 1,
708.639.6 1,
708.639.7 1,
708.639.8 1,
708.639.9 1,
708.639.10 1,
708.639.11 1,
708.639.12 1,
708.639.13 1,
708.639.14 1,
708.639.15 1,
708.639.16 1,
708.639.17 1,
708.639.18 1,
708.639.19 1,
708.639.20 1,
708.639.21 1,
708.639.22 1,
708.639.23 1,
708.639.24 1,
708.639.25 1,
708.639.26 1,
708.639.27 1,
708.639.28 1,
708.639.29 1,
708.639.30 1,
709.639.1 1,
709.639.2 1,
709.639.3 1,
709.639.4 1,
709.639.5 1,
709.639.6 1,
709.639.7 1,
709.639.8 1,
709.639.9 1,
709.639.10 1,
709.639.11 1,
709.639.12 1,
709.639.13 1,
709.639.14 1,
709.639.15 1,
709.639.16 1,
709.639.17 1,
709.639.18 1,
709.639.19 1,
709.639.20 1,
709.639.21 1,
709.639.22 1,
709.639.23 1,
709.639.24 1,
709.639.25 1,
709.639.26 1,
709.639.27 1,
709.639.28 1,
709.639.29 1,
709.639.30 1,
710.635.1 1,
710.635.2 1,
710.635.3 1,
710.635.4 1,
710.635.5 1,
710.635.6 1,
710.635.7 1,
710.635.8 1,
710.635.9 1,
710.635.10 1,
710.635.11 1,
710.635.12 1,
710.635.13 1,
710.635.14 1,
710.635.15 1,
710.635.16 1,
710.635.17 1,
710.635.18 1,
710.635.19 1,
710.635.20 1,
710.635.21 1,
710.635.22 1,
710.635.23 1,
710.635.24 1,
710.635.25 1,
710.635.26 1,
710.635.27 1,
710.635.28 1,
710.635.29 1,
710.635.30 1,
711.673.1 1,
711.673.2 1,
711.673.3 1,
711.673.4 1,
711.673.5 1,
711.673.6 1,
711.673.7 1,
711.673.8 1,
711.673.9 1,
711.673.10 1,
711.673.11 1,
711.673.12 1,
711.673.13 1,
711.673.14 1,
711.673.15 1,
711.673.16 1,
711.673.17 1,
711.673.18 1,
711.673.19 1,
711.673.20 1,
711.673.21 1,
711.673.22 1,
711.673.23 1,
711.673.24 1,
711.673.25 1,
711.673.26 1,
711.673.27 1,
711.673.28 1,
711.673.29 1,
711.673.30 1,
711.675.1 1,
711.675.2 1,
711.675.3 1,
711.675.4 1,
711.675.5 1,
711.675.6 1,
711.675.7 1,
711.675.8 1,
711.675.9 1,
711.675.10 1,
711.675.11 1,
711.675.12 1,
711.675.13 1,
711.675.14 1,
711.675.15 1,
711.675.16 1,
711.675.17 1,
711.675.18 1,
711.675.19 1,
711.675.20 1,
711.675.21 1,
711.675.22 1,
711.675.23 1,
711.675.24 1,
711.675.25 1,
711.675.26 1,
711.675.27 1,
711.675.28 1,
711.675.29 1,
711.675.30 1,
712.611.1 1,
712.611.2 1,
712.611.3 1,
712.611.4 1,
712.611.5 1,
712.611.6 1,
712.611.7 1,
712.611.8 1,
712.611.9 1,
712.611.10 1,
712.611.11 1,
712.611.12 1,
712.611.13 1,
712.611.14 1,
712.611.15 1,
712.611.16 1,
712.611.17 1,
712.611.18 1,
712.611.19 1,
712.611.20 1,
712.611.21 1,
712.611.22 1,
712.611.23 1,
712.611.24 1,
712.611.25 1,
712.611.26 1,
712.611.27 1,
712.611.28 1,
712.611.29 1,
712.611.30 1,
712.641.1 1,
712.641.2 1,
712.641.3 1,
712.641.4 1,
712.641.5 1,
712.641.6 1,
712.641.7 1,
712.641.8 1,
712.641.9 1,
712.641.10 1,
712.641.11 1,
712.641.12 1,
712.641.13 1,
712.641.14 1,
712.641.15 1,
712.641.16 1,
712.641.17 1,
712.641.18 1,
712.641.19 1,
712.641.20 1,
712.641.21 1,
712.641.22 1,
712.641.23 1,
712.641.24 1,
712.641.25 1,
712.641.26 1,
712.641.27 1,
712.641.28 1,
712.641.29 1,
712.641.30 1,
713.660.1 1,
713.660.2 1,
713.660.3 1,
713.660.4 1,
713.660.5 1,
713.660.6 1,
713.660.7 1,
713.660.8 1,
713.660.9 1,
713.660.10 1,
713.660.11 1,
713.660.12 1,
713.660.13 1,
713.660.14 1,
713.660.15 1,
713.660.16 1,
713.660.17 1,
713.660.18 1,
713.660.19 1,
713.660.20 1,
713.660.21 1,
713.660.22 1,
713.660.23 1,
713.660.24 1,
713.660.25 1,
713.660.26 1,
713.660.27 1,
713.660.28 1,
713.660.29 1,
713.660.30 1,
713.672.1 1,
713.672.2 1,
713.672.3 1,
713.672.4 1,
713.672.5 1,
713.672.6 1,
713.672.7 1,
713.672.8 1,
713.672.9 1,
713.672.10 1,
713.672.11 1,
713.672.12 1,
713.672.13 1,
713.672.14 1,
713.672.15 1,
713.672.16 1,
713.672.17 1,
713.672.18 1,
713.672.19 1,
713.672.20 1,
713.672.21 1,
713.672.22 1,
713.672.23 1,
713.672.24 1,
713.672.25 1,
713.672.26 1,
713.672.27 1,
713.672.28 1,
713.672.29 1,
713.672.30 1,
714.648.1 1,
714.648.2 1,
714.648.3 1,
714.648.4 1,
714.648.5 1,
714.648.6 1,
714.648.7 1,
714.648.8 1,
714.648.9 1,
714.648.10 1,
714.648.11 1,
714.648.12 1,
714.648.13 1,
714.648.14 1,
714.648.15 1,
714.648.16 1,
714.648.17 1,
714.648.18 1,
714.648.19 1,
714.648.20 1,
714.648.21 1,
714.648.22 1,
714.648.23 1,
714.648.24 1,
714.648.25 1,
714.648.26 1,
714.648.27 1,
714.648.28 1,
714.648.29 1,
714.648.30 1,
715.632.1 1,
715.632.2 1,
715.632.3 1,
715.632.4 1,
715.632.5 1,
715.632.6 1,
715.632.7 1,
715.632.8 1,
715.632.9 1,
715.632.10 1,
715.632.11 1,
715.632.12 1,
715.632.13 1,
715.632.14 1,
715.632.15 1,
715.632.16 1,
715.632.17 1,
715.632.18 1,
715.632.19 1,
715.632.20 1,
715.632.21 1,
715.632.22 1,
715.632.23 1,
715.632.24 1,
715.632.25 1,
715.632.26 1,
715.632.27 1,
715.632.28 1,
715.632.29 1,
715.632.30 1,
715.681.1 1,
715.681.2 1,
715.681.3 1,
715.681.4 1,
715.681.5 1,
715.681.6 1,
715.681.7 1,
715.681.8 1,
715.681.9 1,
715.681.10 1,
715.681.11 1,
715.681.12 1,
715.681.13 1,
715.681.14 1,
715.681.15 1,
715.681.16 1,
715.681.17 1,
715.681.18 1,
715.681.19 1,
715.681.20 1,
715.681.21 1,
715.681.22 1,
715.681.23 1,
715.681.24 1,
715.681.25 1,
715.681.26 1,
715.681.27 1,
715.681.28 1,
715.681.29 1,
715.681.30 1,
607.609.1 1,
607.609.2 1,
607.609.3 1,
607.609.4 1,
607.609.5 1,
607.609.6 1,
607.609.7 1,
607.609.8 1,
607.609.9 1,
607.609.10 1,
607.609.11 1,
607.609.12 1,
607.609.13 1,
607.609.14 1,
607.609.15 1,
607.609.16 1,
607.609.17 1,
607.609.18 1,
607.609.19 1,
607.609.20 1,
607.609.21 1,
607.609.22 1,
607.609.23 1,
607.609.24 1,
607.609.25 1,
607.609.26 1,
607.609.27 1,
607.609.28 1,
607.609.29 1,
607.609.30 1,
607.631.1 1,
607.631.2 1,
607.631.3 1,
607.631.4 1,
607.631.5 1,
607.631.6 1,
607.631.7 1,
607.631.8 1,
607.631.9 1,
607.631.10 1,
607.631.11 1,
607.631.12 1,
607.631.13 1,
607.631.14 1,
607.631.15 1,
607.631.16 1,
607.631.17 1,
607.631.18 1,
607.631.19 1,
607.631.20 1,
607.631.21 1,
607.631.22 1,
607.631.23 1,
607.631.24 1,
607.631.25 1,
607.631.26 1,
607.631.27 1,
607.631.28 1,
607.631.29 1,
607.631.30 1,
631.607.1 1,
631.607.2 1,
631.607.3 1,
631.607.4 1,
631.607.5 1,
631.607.6 1,
631.607.7 1,
631.607.8 1,
631.607.9 1,
631.607.10 1,
631.607.11 1,
631.607.12 1,
631.607.13 1,
631.607.14 1,
631.607.15 1,
631.607.16 1,
631.607.17 1,
631.607.18 1,
631.607.19 1,
631.607.20 1,
631.607.21 1,
631.607.22 1,
631.607.23 1,
631.607.24 1,
631.607.25 1,
631.607.26 1,
631.607.27 1,
631.607.28 1,
631.607.29 1,
631.607.30 1,
609.607.1 1,
609.607.2 1,
609.607.3 1,
609.607.4 1,
609.607.5 1,
609.607.6 1,
609.607.7 1,
609.607.8 1,
609.607.9 1,
609.607.10 1,
609.607.11 1,
609.607.12 1,
609.607.13 1,
609.607.14 1,
609.607.15 1,
609.607.16 1,
609.607.17 1,
609.607.18 1,
609.607.19 1,
609.607.20 1,
609.607.21 1,
609.607.22 1,
609.607.23 1,
609.607.24 1,
609.607.25 1,
609.607.26 1,
609.607.27 1,
609.607.28 1,
609.607.29 1,
609.607.30 1,
666.634.1 1,
666.634.2 1,
666.634.3 1,
666.634.4 1,
666.634.5 1,
666.634.6 1,
666.634.7 1,
666.634.8 1,
666.634.9 1,
666.634.10 1,
666.634.11 1,
666.634.12 1,
666.634.13 1,
666.634.14 1,
666.634.15 1,
666.634.16 1,
666.634.17 1,
666.634.18 1,
666.634.19 1,
666.634.20 1,
666.634.21 1,
666.634.22 1,
666.634.23 1,
666.634.24 1,
666.634.25 1,
666.634.26 1,
666.634.27 1,
666.634.28 1,
666.634.29 1,
666.634.30 1,
634.666.1 1,
634.666.2 1,
634.666.3 1,
634.666.4 1,
634.666.5 1,
634.666.6 1,
634.666.7 1,
634.666.8 1,
634.666.9 1,
634.666.10 1,
634.666.11 1,
634.666.12 1,
634.666.13 1,
634.666.14 1,
634.666.15 1,
634.666.16 1,
634.666.17 1,
634.666.18 1,
634.666.19 1,
634.666.20 1,
634.666.21 1,
634.666.22 1,
634.666.23 1,
634.666.24 1,
634.666.25 1,
634.666.26 1,
634.666.27 1,
634.666.28 1,
634.666.29 1,
634.666.30 1,
609.610.1 1,
609.610.2 1,
609.610.3 1,
609.610.4 1,
609.610.5 1,
609.610.6 1,
609.610.7 1,
609.610.8 1,
609.610.9 1,
609.610.10 1,
609.610.11 1,
609.610.12 1,
609.610.13 1,
609.610.14 1,
609.610.15 1,
609.610.16 1,
609.610.17 1,
609.610.18 1,
609.610.19 1,
609.610.20 1,
609.610.21 1,
609.610.22 1,
609.610.23 1,
609.610.24 1,
609.610.25 1,
609.610.26 1,
609.610.27 1,
609.610.28 1,
609.610.29 1,
609.610.30 1,
610.609.1 1,
610.609.2 1,
610.609.3 1,
610.609.4 1,
610.609.5 1,
610.609.6 1,
610.609.7 1,
610.609.8 1,
610.609.9 1,
610.609.10 1,
610.609.11 1,
610.609.12 1,
610.609.13 1,
610.609.14 1,
610.609.15 1,
610.609.16 1,
610.609.17 1,
610.609.18 1,
610.609.19 1,
610.609.20 1,
610.609.21 1,
610.609.22 1,
610.609.23 1,
610.609.24 1,
610.609.25 1,
610.609.26 1,
610.609.27 1,
610.609.28 1,
610.609.29 1,
610.609.30 1,
610.675.1 1,
610.675.2 1,
610.675.3 1,
610.675.4 1,
610.675.5 1,
610.675.6 1,
610.675.7 1,
610.675.8 1,
610.675.9 1,
610.675.10 1,
610.675.11 1,
610.675.12 1,
610.675.13 1,
610.675.14 1,
610.675.15 1,
610.675.16 1,
610.675.17 1,
610.675.18 1,
610.675.19 1,
610.675.20 1,
610.675.21 1,
610.675.22 1,
610.675.23 1,
610.675.24 1,
610.675.25 1,
610.675.26 1,
610.675.27 1,
610.675.28 1,
610.675.29 1,
610.675.30 1,
675.609.1 1,
675.609.2 1,
675.609.3 1,
675.609.4 1,
675.609.5 1,
675.609.6 1,
675.609.7 1,
675.609.8 1,
675.609.9 1,
675.609.10 1,
675.609.11 1,
675.609.12 1,
675.609.13 1,
675.609.14 1,
675.609.15 1,
675.609.16 1,
675.609.17 1,
675.609.18 1,
675.609.19 1,
675.609.20 1,
675.609.21 1,
675.609.22 1,
675.609.23 1,
675.609.24 1,
675.609.25 1,
675.609.26 1,
675.609.27 1,
675.609.28 1,
675.609.29 1,
675.609.30 1,
634.712.1 1,
634.712.2 1,
634.712.3 1,
634.712.4 1,
634.712.5 1,
634.712.6 1,
634.712.7 1,
634.712.8 1,
634.712.9 1,
634.712.10 1,
634.712.11 1,
634.712.12 1,
634.712.13 1,
634.712.14 1,
634.712.15 1,
634.712.16 1,
634.712.17 1,
634.712.18 1,
634.712.19 1,
634.712.20 1,
634.712.21 1,
634.712.22 1,
634.712.23 1,
634.712.24 1,
634.712.25 1,
634.712.26 1,
634.712.27 1,
634.712.28 1,
634.712.29 1,
634.712.30 1,
712.634.1 1,
712.634.2 1,
712.634.3 1,
712.634.4 1,
712.634.5 1,
712.634.6 1,
712.634.7 1,
712.634.8 1,
712.634.9 1,
712.634.10 1,
712.634.11 1,
712.634.12 1,
712.634.13 1,
712.634.14 1,
712.634.15 1,
712.634.16 1,
712.634.17 1,
712.634.18 1,
